,European Union,United Kingdom,United States,Argentina,Australia,Brazil,China,Canada,France,Germany,India,Indonesia,Italy,Japan,Mexico,Russian Federation,Saudi Arabia,South Africa,"Korea, Rep.",Turkey
1991,0.49758030714509754,0.4416094208646756,0.1973551204615841,0.13753054159057443,0.32245019786033774,0.16590916630726868,0.2674043263788578,0.4920205359147544,0.42666874876949556,0.4797457026205838,0.17171576058607405,0.5435893219746369,0.3398243337502131,0.18282043265396403,0.3563732241945105,0.26256703611011795,0.7469927764370017,0.3805081155256716,0.5038927951252287,0.3047601167338956
1992,0.4923552789329369,0.45127851436392563,0.19892743855266443,0.147309805864547,0.3309673245194272,0.19253343584642257,0.306150922759834,0.5271733455397136,0.41657175013920067,0.4505002557039371,0.18632828116834596,0.5645623344192517,0.3502086577296362,0.1751024698858969,0.3550933305903423,1.1057689374013686,0.7509202022892684,0.3748745840114243,0.4948855955739981,0.3173736564438498
1993,0.4893643349559577,0.48480258854315267,0.1998590435020014,0.1622315153270056,0.35428021297035606,0.19599316291202332,0.3731850529547928,0.5824480763032356,0.3957153515661737,0.4064430385176286,0.1986421331135891,0.5052338588784863,0.3787534098167323,0.16011699092647155,0.2596564550086943,0.6869850341087986,0.6780700286698463,0.3912332188032349,0.47587396157771233,0.33017087775461906
1994,0.5155975830242991,0.5056169966022368,0.20993507102098785,0.1813422545059043,0.3643051304532147,0.1933290545712183,0.36517849690629733,0.6439814993407277,0.41475166026745997,0.42072951035081835,0.20295535869726505,0.518771010495148,0.40579382810453934,0.16104476407935034,0.2929714804190161,0.5095369878017831,0.6007131739907821,0.40768953294199417,0.48875450438760154,0.4174585234067244
1995,0.5436210146828715,0.5061292517982506,0.22382183855554366,0.1977150098776604,0.3768557895809554,0.16632662260637865,0.3475906262318655,0.6909737566844762,0.4327202689541849,0.43544693456142597,0.23115305520325014,0.5395859006362779,0.4582497383165318,0.1667949350189457,0.4611159497539436,0.5518378161708086,0.6504176705357416,0.436109386913542,0.5278505218718987,0.4424263475089538
1996,0.5493620295307616,0.5188725937954969,0.2261124137536834,0.2150635817229301,0.38172349593275706,0.15635562138274828,0.34539074576403356,0.7029950508912824,0.43936503888160894,0.4499675127704631,0.22167187148799944,0.5226474365740795,0.42982840826974195,0.1852449834741612,0.5072424886475796,0.47923001813008126,0.6665385559126588,0.46667328488867765,0.535043463472647,0.49369314886792626
1997,0.58214762589783,0.5068614361110064,0.23344165631354535,0.2333614469761899,0.3790462381070521,0.16576181428413733,0.3357787571724266,0.7438497739799222,0.4758134094614393,0.49601039799907426,0.2286457754892258,0.5599385880885613,0.4468177891770293,0.20040737035622527,0.4932009353497059,0.472571325505757,0.6518811702132374,0.46845261883504413,0.5863303985069406,0.5497032357240625
1998,0.5915715239820909,0.4870580735850379,0.22759739945394342,0.23349944346554963,0.39923718259679236,0.1643865272752983,0.3284430253006307,0.7815885105543082,0.49005721708360983,0.5158286538204269,0.23956484502280018,0.9618619236114669,0.4520996840508449,0.1923201792404629,0.5177603438574502,0.5577274110113739,0.5608838060154661,0.4889661764179552,0.6998772283540476,0.402743475401273
1999,0.6020673092498333,0.4916134633105019,0.23193015275203754,0.2138265678622193,0.38958776167269105,0.2098213587979378,0.34041849237669664,0.8019389290322323,0.4923300966723223,0.5336944292162268,0.25084770647589777,0.6294391286008361,0.4472517072698671,0.18348959599331718,0.5126879555135835,0.6939376347663091,0.5784608697380905,0.46861886090721633,0.614359789437117,0.3740161898057417
2000,0.6719802279244725,0.5192507501875822,0.2498323007232338,0.2262250234206973,0.40855914075845073,0.2263977856592334,0.3975279092860904,0.8285779720241658,0.5525933940751487,0.6139001435402165,0.2719234549370361,0.7143687591760434,0.5047452957996847,0.1981966451777651,0.5313099994079797,0.6809417118374281,0.681664513581457,0.5143777395482438,0.6794702492472271,0.420005974803051
2001,0.6678706455017303,0.5205257856011426,0.22803145674415243,0.21852422852155823,0.440666419277218,0.26936301259565926,0.3905388835960734,0.784062812876752,0.5431667167326247,0.6197779010023639,0.26274844602120306,0.6979320752559214,0.5020821153148208,0.19798123327100126,0.48528115259862936,0.6111066818717655,0.6356062864765047,0.5483985334836561,0.6391101641626882,0.4939829588070486
2002,0.6483390354855522,0.5065272029553534,0.22149641530860265,0.4175275129521037,0.41280753300060613,0.27618371453852697,0.43093000737774423,0.7573263223736648,0.524155275899337,0.6077303026764267,0.2982833106899688,0.5907946176678901,0.4819840962366914,0.20685612319864355,0.48371168509232154,0.5970763858719124,0.6459277915881743,0.5990216343861378,0.6015368414973958,0.4746137854751631
2003,0.6385701172449337,0.4971318138611716,0.22450561088103474,0.4064468974583807,0.39924674427114815,0.2814044172383334,0.5259745537832374,0.6984348720122527,0.5013202160936784,0.6151914867932694,0.30923743642973534,0.5361649374709803,0.46268669474105756,0.21583126381473697,0.5123525570830691,0.5912845779758674,0.6983119597695262,0.5140183109236819,0.6339292614407448,0.4560104141445111
2004,0.663839132651802,0.4970933435718707,0.24294969388007814,0.4069264610926968,0.36689886676122874,0.29678314391554095,0.6022080544141684,0.7018059080002811,0.5119677662559337,0.6585610463221495,0.3791027953198399,0.5976129483682359,0.475436792904644,0.23922354943533686,0.5422648020250932,0.5658181997867292,0.7508301701668492,0.5115485035503995,0.7276102537678081,0.4812087990739012
2005,0.6959504393157404,0.5219987647313391,0.2550068635925328,0.40566891887001555,0.3882645436665963,0.27086796991040196,0.6289039695353764,0.6970987619157868,0.5315198754724948,0.7042121919630063,0.42485417522237506,0.639879358690768,0.49413818148507305,0.2651548095139245,0.5457635835743356,0.5671312794795628,0.8195418334536253,0.5312822935347454,0.7118433617505727,0.45436702356070874
2006,0.7419035210453108,0.5612427447919969,0.268736294635176,0.4043347987181046,0.40979296074546934,0.26041666538006564,0.6561901614712091,0.6798119724676284,0.551872439858908,0.7708214290191151,0.4659201330719512,0.566570102721695,0.5329223540345227,0.30331778829057177,0.5645505215174914,0.5473333500275628,0.8994478108609983,0.6031556557822921,0.7355128190425284,0.4814961279506592
2007,0.7532701170889392,0.523956015128455,0.279589863952227,0.409451706184525,0.413680762340911,0.2529253097218907,0.626647663972812,0.6619202035929378,0.5554770946768969,0.7937055048682371,0.46158735147004615,0.5482920472261811,0.552136430390235,0.3309389727278129,0.5706472117823632,0.5170610807308837,0.9486314116319524,0.6360184043679892,0.7724299470795265,0.4729072158968014
2008,0.7769121832135658,0.567644190322275,0.29941403322684207,0.4040267337893191,0.4208721149906373,0.2725759624645037,0.569574379771873,0.6692422139446296,0.5652383838965845,0.8094493762052352,0.53763386612868,0.585613937242947,0.547179912413879,0.3439901721121525,0.5807113011499256,0.5338254417227116,0.9610274630394031,0.7294944272904531,0.9993354217667606,0.4990717711040896
