"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BEL","EMP","MEN","THND_PER","Q","2003-Q4",2338.035,
"BEL","EMP","MEN","THND_PER","Q","2004-Q1",2346.79,
"BEL","EMP","MEN","THND_PER","Q","2004-Q2",2355.973,
"BEL","EMP","MEN","THND_PER","Q","2004-Q3",2367.348,
"BEL","EMP","MEN","THND_PER","Q","2004-Q4",2346.153,"B"
"BEL","EMP","MEN","THND_PER","Q","2005-Q1",2384.683,
"BEL","EMP","MEN","THND_PER","Q","2005-Q2",2367.601,
"BEL","EMP","MEN","THND_PER","Q","2005-Q3",2396.414,
"BEL","EMP","MEN","THND_PER","Q","2005-Q4",2397.685,
"BEL","EMP","MEN","THND_PER","Q","2006-Q1",2366.4,
"BEL","EMP","MEN","THND_PER","Q","2006-Q2",2368.769,
"BEL","EMP","MEN","THND_PER","Q","2006-Q3",2388.59,
"BEL","EMP","MEN","THND_PER","Q","2006-Q4",2442.935,
"BEL","EMP","MEN","THND_PER","Q","2007-Q1",2451.813,
"BEL","EMP","MEN","THND_PER","Q","2007-Q2",2436.203,
"BEL","EMP","MEN","THND_PER","Q","2007-Q3",2442.131,
"BEL","EMP","MEN","THND_PER","Q","2007-Q4",2445.258,"B"
"BEL","EMP","MEN","THND_PER","Q","2008-Q1",2467.827,
"BEL","EMP","MEN","THND_PER","Q","2008-Q2",2455.522,
"BEL","EMP","MEN","THND_PER","Q","2008-Q3",2458.693,
"BEL","EMP","MEN","THND_PER","Q","2008-Q4",2460.74,
"BEL","EMP","MEN","THND_PER","Q","2009-Q1",2441.799,
"BEL","EMP","MEN","THND_PER","Q","2009-Q2",2413.948,
"BEL","EMP","MEN","THND_PER","Q","2009-Q3",2427.362,
"BEL","EMP","MEN","THND_PER","Q","2009-Q4",2434.696,
"BEL","EMP","MEN","THND_PER","Q","2010-Q1",2444.296,
"BEL","EMP","MEN","THND_PER","Q","2010-Q2",2455.239,
"BEL","EMP","MEN","THND_PER","Q","2010-Q3",2462.719,
"BEL","EMP","MEN","THND_PER","Q","2010-Q4",2469.199,"B"
"BEL","EMP","MEN","THND_PER","Q","2011-Q1",2445.004,
"BEL","EMP","MEN","THND_PER","Q","2011-Q2",2479.405,
"BEL","EMP","MEN","THND_PER","Q","2011-Q3",2440.806,
"BEL","EMP","MEN","THND_PER","Q","2011-Q4",2483.506,
"BEL","EMP","MEN","THND_PER","Q","2012-Q1",2479.437,
"BEL","EMP","MEN","THND_PER","Q","2012-Q2",2483.431,
"BEL","EMP","MEN","THND_PER","Q","2012-Q3",2467.433,
"BEL","EMP","MEN","THND_PER","Q","2012-Q4",2434.886,
"BEL","EMP","MEN","THND_PER","Q","2013-Q1",2441.961,
"BEL","EMP","MEN","THND_PER","Q","2013-Q2",2482.028,
"BEL","EMP","MEN","THND_PER","Q","2013-Q3",2441.429,
"BEL","EMP","MEN","THND_PER","Q","2013-Q4",2436.575,
"BEL","EMP","MEN","THND_PER","Q","2014-Q1",2439.373,
"BEL","EMP","MEN","THND_PER","Q","2014-Q2",2426.963,
"BEL","EMP","MEN","THND_PER","Q","2014-Q3",2427.402,
"BEL","EMP","MEN","THND_PER","Q","2014-Q4",2447.481,
"BEL","EMP","MEN","THND_PER","Q","2015-Q1",2447.469,
"BEL","EMP","MEN","THND_PER","Q","2015-Q2",2416.474,
"BEL","EMP","MEN","THND_PER","Q","2015-Q3",2447.12,
"BEL","EMP","MEN","THND_PER","Q","2015-Q4",2423.058,
"BEL","EMP","MEN","THND_PER","Q","2016-Q1",2438.883,
"BEL","EMP","MEN","THND_PER","Q","2016-Q2",2465.554,
"BEL","EMP","MEN","THND_PER","Q","2016-Q3",2469.935,
"BEL","EMP","MEN","THND_PER","Q","2016-Q4",2487.989,"B"
"BEL","EMP","MEN","THND_PER","Q","2017-Q1",2480.348,
"BEL","EMP","MEN","THND_PER","Q","2017-Q2",2480.662,
"BEL","EMP","TOT","THND_PER","Q","1983-Q2",3419.79,
"BEL","EMP","TOT","THND_PER","Q","1983-Q3",3440.641,
"BEL","EMP","TOT","THND_PER","Q","1983-Q4",3459.263,
"BEL","EMP","TOT","THND_PER","Q","1984-Q1",3466.117,
"BEL","EMP","TOT","THND_PER","Q","1984-Q2",3477.863,
"BEL","EMP","TOT","THND_PER","Q","1984-Q3",3486.196,
"BEL","EMP","TOT","THND_PER","Q","1984-Q4",3497.391,
"BEL","EMP","TOT","THND_PER","Q","1985-Q1",3503.432,
"BEL","EMP","TOT","THND_PER","Q","1985-Q2",3516.733,
"BEL","EMP","TOT","THND_PER","Q","1985-Q3",3513.23,
"BEL","EMP","TOT","THND_PER","Q","1985-Q4",3521.652,
"BEL","EMP","TOT","THND_PER","Q","1986-Q1",3510.372,
"BEL","EMP","TOT","THND_PER","Q","1986-Q2",3508.443,
"BEL","EMP","TOT","THND_PER","Q","1986-Q3",3497.613,
"BEL","EMP","TOT","THND_PER","Q","1986-Q4",3483.933,
"BEL","EMP","TOT","THND_PER","Q","1987-Q1",3488.051,
"BEL","EMP","TOT","THND_PER","Q","1987-Q2",3479.307,
"BEL","EMP","TOT","THND_PER","Q","1987-Q3",3492.838,
"BEL","EMP","TOT","THND_PER","Q","1987-Q4",3483.342,
"BEL","EMP","TOT","THND_PER","Q","1988-Q1",3522.712,
"BEL","EMP","TOT","THND_PER","Q","1988-Q2",3533.302,
"BEL","EMP","TOT","THND_PER","Q","1988-Q3",3541.789,
"BEL","EMP","TOT","THND_PER","Q","1988-Q4",3546.096,
"BEL","EMP","TOT","THND_PER","Q","1989-Q1",3581.629,
"BEL","EMP","TOT","THND_PER","Q","1989-Q2",3590.65,
"BEL","EMP","TOT","THND_PER","Q","1989-Q3",3623.613,
"BEL","EMP","TOT","THND_PER","Q","1989-Q4",3626.313,
"BEL","EMP","TOT","THND_PER","Q","1990-Q1",3675.368,
"BEL","EMP","TOT","THND_PER","Q","1990-Q2",3684.222,
"BEL","EMP","TOT","THND_PER","Q","1990-Q3",3678.805,
"BEL","EMP","TOT","THND_PER","Q","1990-Q4",3681.602,
"BEL","EMP","TOT","THND_PER","Q","1991-Q1",3713.554,
"BEL","EMP","TOT","THND_PER","Q","1991-Q2",3721.743,
"BEL","EMP","TOT","THND_PER","Q","1991-Q3",3768.861,
"BEL","EMP","TOT","THND_PER","Q","1991-Q4",3771.675,
"BEL","EMP","TOT","THND_PER","Q","1992-Q1",3755.807,
"BEL","EMP","TOT","THND_PER","Q","1992-Q2",3763.449,
"BEL","EMP","TOT","THND_PER","Q","1992-Q3",3758.868,
"BEL","EMP","TOT","THND_PER","Q","1992-Q4",3761.626,
"BEL","EMP","TOT","THND_PER","Q","1993-Q1",3740.242,
"BEL","EMP","TOT","THND_PER","Q","1993-Q2",3747.146,
"BEL","EMP","TOT","THND_PER","Q","1993-Q3",3742.798,
"BEL","EMP","TOT","THND_PER","Q","1993-Q4",3745.553,
"BEL","EMP","TOT","THND_PER","Q","1994-Q1",3745.619,
"BEL","EMP","TOT","THND_PER","Q","1994-Q2",3751.937,
"BEL","EMP","TOT","THND_PER","Q","1994-Q3",3791.745,
"BEL","EMP","TOT","THND_PER","Q","1994-Q4",3794.55,
"BEL","EMP","TOT","THND_PER","Q","1995-Q1",3786.773,
"BEL","EMP","TOT","THND_PER","Q","1995-Q2",3792.678,
"BEL","EMP","TOT","THND_PER","Q","1995-Q3",3788.862,
"BEL","EMP","TOT","THND_PER","Q","1995-Q4",3791.636,
"BEL","EMP","TOT","THND_PER","Q","1996-Q1",3786.865,
"BEL","EMP","TOT","THND_PER","Q","1996-Q2",3792.39,
"BEL","EMP","TOT","THND_PER","Q","1996-Q3",3788.94,
"BEL","EMP","TOT","THND_PER","Q","1996-Q4",3791.739,
"BEL","EMP","TOT","THND_PER","Q","1997-Q1",3834.928,
"BEL","EMP","TOT","THND_PER","Q","1997-Q2",3840.275,
"BEL","EMP","TOT","THND_PER","Q","1997-Q3",3836.832,
"BEL","EMP","TOT","THND_PER","Q","1997-Q4",3839.59,
"BEL","EMP","TOT","THND_PER","Q","1999-Q1",3996.875,
"BEL","EMP","TOT","THND_PER","Q","1999-Q2",3993.785,
"BEL","EMP","TOT","THND_PER","Q","1999-Q3",4018.458,
"BEL","EMP","TOT","THND_PER","Q","1999-Q4",4019.235,
"BEL","EMP","TOT","THND_PER","Q","2000-Q1",4053.626,
"BEL","EMP","TOT","THND_PER","Q","2000-Q2",4126.428,
"BEL","EMP","TOT","THND_PER","Q","2000-Q3",4114.375,
"BEL","EMP","TOT","THND_PER","Q","2000-Q4",4075.661,
"BEL","EMP","TOT","THND_PER","Q","2001-Q1",4070.254,
"BEL","EMP","TOT","THND_PER","Q","2001-Q2",4045.594,
"BEL","EMP","TOT","THND_PER","Q","2001-Q3",4073.744,
"BEL","EMP","TOT","THND_PER","Q","2001-Q4",4032.12,
"BEL","EMP","TOT","THND_PER","Q","2002-Q1",4053.785,
"BEL","EMP","TOT","THND_PER","Q","2002-Q2",4060.143,
"BEL","EMP","TOT","THND_PER","Q","2002-Q3",4087.065,
"BEL","EMP","TOT","THND_PER","Q","2002-Q4",4077.236,
"BEL","EMP","TOT","THND_PER","Q","2003-Q1",4036.594,
"BEL","EMP","TOT","THND_PER","Q","2003-Q2",4063.001,
"BEL","EMP","TOT","THND_PER","Q","2003-Q3",4058.415,
"BEL","EMP","TOT","THND_PER","Q","2003-Q4",4123.135,
"BEL","EMP","TOT","THND_PER","Q","2004-Q1",4119.49,
"BEL","EMP","TOT","THND_PER","Q","2004-Q2",4153.773,
"BEL","EMP","TOT","THND_PER","Q","2004-Q3",4125.348,
"BEL","EMP","TOT","THND_PER","Q","2004-Q4",4156.854,"B"
"BEL","EMP","TOT","THND_PER","Q","2005-Q1",4224.783,
"BEL","EMP","TOT","THND_PER","Q","2005-Q2",4223.301,
"BEL","EMP","TOT","THND_PER","Q","2005-Q3",4232.813,
"BEL","EMP","TOT","THND_PER","Q","2005-Q4",4259.685,
"BEL","EMP","TOT","THND_PER","Q","2006-Q1",4214.2,
"BEL","EMP","TOT","THND_PER","Q","2006-Q2",4227.669,
"BEL","EMP","TOT","THND_PER","Q","2006-Q3",4268.39,
"BEL","EMP","TOT","THND_PER","Q","2006-Q4",4345.735,
"BEL","EMP","TOT","THND_PER","Q","2007-Q1",4354.313,
"BEL","EMP","TOT","THND_PER","Q","2007-Q2",4355.703,
"BEL","EMP","TOT","THND_PER","Q","2007-Q3",4379.031,
"BEL","EMP","TOT","THND_PER","Q","2007-Q4",4432.658,"B"
"BEL","EMP","TOT","THND_PER","Q","2008-Q1",4456.227,
"BEL","EMP","TOT","THND_PER","Q","2008-Q2",4423.322,
"BEL","EMP","TOT","THND_PER","Q","2008-Q3",4460.093,
"BEL","EMP","TOT","THND_PER","Q","2008-Q4",4443.84,
"BEL","EMP","TOT","THND_PER","Q","2009-Q1",4425.699,
"BEL","EMP","TOT","THND_PER","Q","2009-Q2",4402.047,
"BEL","EMP","TOT","THND_PER","Q","2009-Q3",4412.462,
"BEL","EMP","TOT","THND_PER","Q","2009-Q4",4443.096,
"BEL","EMP","TOT","THND_PER","Q","2010-Q1",4479.096,
"BEL","EMP","TOT","THND_PER","Q","2010-Q2",4445.438,
"BEL","EMP","TOT","THND_PER","Q","2010-Q3",4487.419,
"BEL","EMP","TOT","THND_PER","Q","2010-Q4",4543.199,"B"
"BEL","EMP","TOT","THND_PER","Q","2011-Q1",4464.004,
"BEL","EMP","TOT","THND_PER","Q","2011-Q2",4542.905,
"BEL","EMP","TOT","THND_PER","Q","2011-Q3",4490.506,
"BEL","EMP","TOT","THND_PER","Q","2011-Q4",4540.706,
"BEL","EMP","TOT","THND_PER","Q","2012-Q1",4512.837,
"BEL","EMP","TOT","THND_PER","Q","2012-Q2",4521.631,
"BEL","EMP","TOT","THND_PER","Q","2012-Q3",4537.533,
"BEL","EMP","TOT","THND_PER","Q","2012-Q4",4524.486,
"BEL","EMP","TOT","THND_PER","Q","2013-Q1",4498.361,
"BEL","EMP","TOT","THND_PER","Q","2013-Q2",4544.728,
"BEL","EMP","TOT","THND_PER","Q","2013-Q3",4559.829,
"BEL","EMP","TOT","THND_PER","Q","2013-Q4",4518.275,
"BEL","EMP","TOT","THND_PER","Q","2014-Q1",4516.374,
"BEL","EMP","TOT","THND_PER","Q","2014-Q2",4540.963,
"BEL","EMP","TOT","THND_PER","Q","2014-Q3",4549.902,
"BEL","EMP","TOT","THND_PER","Q","2014-Q4",4566.881,
"BEL","EMP","TOT","THND_PER","Q","2015-Q1",4568.769,
"BEL","EMP","TOT","THND_PER","Q","2015-Q2",4516.074,
"BEL","EMP","TOT","THND_PER","Q","2015-Q3",4563.02,
"BEL","EMP","TOT","THND_PER","Q","2015-Q4",4558.758,
"BEL","EMP","TOT","THND_PER","Q","2016-Q1",4543.283,
"BEL","EMP","TOT","THND_PER","Q","2016-Q2",4553.054,
"BEL","EMP","TOT","THND_PER","Q","2016-Q3",4574.735,
"BEL","EMP","TOT","THND_PER","Q","2016-Q4",4675.489,"B"
"BEL","EMP","TOT","THND_PER","Q","2017-Q1",4581.848,
"BEL","EMP","TOT","THND_PER","Q","2017-Q2",4610.362,
"BEL","EMP","WOMEN","THND_PER","Q","1983-Q2",1176.79,
"BEL","EMP","WOMEN","THND_PER","Q","1983-Q3",1190.799,
"BEL","EMP","WOMEN","THND_PER","Q","1983-Q4",1205.264,
"BEL","EMP","WOMEN","THND_PER","Q","1984-Q1",1206.995,
"BEL","EMP","WOMEN","THND_PER","Q","1984-Q2",1212.788,
"BEL","EMP","WOMEN","THND_PER","Q","1984-Q3",1218.593,
"BEL","EMP","WOMEN","THND_PER","Q","1984-Q4",1224.41,
"BEL","EMP","WOMEN","THND_PER","Q","1985-Q1",1230.239,
"BEL","EMP","WOMEN","THND_PER","Q","1985-Q2",1236.733,
"BEL","EMP","WOMEN","THND_PER","Q","1985-Q3",1241.18,
"BEL","EMP","WOMEN","THND_PER","Q","1985-Q4",1249.652,
"BEL","EMP","WOMEN","THND_PER","Q","1986-Q1",1247.517,
"BEL","EMP","WOMEN","THND_PER","Q","1986-Q2",1248.749,
"BEL","EMP","WOMEN","THND_PER","Q","1986-Q3",1249.992,
"BEL","EMP","WOMEN","THND_PER","Q","1986-Q4",1251.258,
"BEL","EMP","WOMEN","THND_PER","Q","1987-Q1",1252.557,
"BEL","EMP","WOMEN","THND_PER","Q","1987-Q2",1247.307,
"BEL","EMP","WOMEN","THND_PER","Q","1987-Q3",1262.96,
"BEL","EMP","WOMEN","THND_PER","Q","1987-Q4",1272.342,
"BEL","EMP","WOMEN","THND_PER","Q","1988-Q1",1281.175,
"BEL","EMP","WOMEN","THND_PER","Q","1988-Q2",1290.318,
"BEL","EMP","WOMEN","THND_PER","Q","1988-Q3",1299.56,
"BEL","EMP","WOMEN","THND_PER","Q","1988-Q4",1308.895,
"BEL","EMP","WOMEN","THND_PER","Q","1989-Q1",1315.629,
"BEL","EMP","WOMEN","THND_PER","Q","1989-Q2",1324.65,
"BEL","EMP","WOMEN","THND_PER","Q","1989-Q3",1356.613,
"BEL","EMP","WOMEN","THND_PER","Q","1989-Q4",1359.313,
"BEL","EMP","WOMEN","THND_PER","Q","1990-Q1",1395.368,
"BEL","EMP","WOMEN","THND_PER","Q","1990-Q2",1404.222,
"BEL","EMP","WOMEN","THND_PER","Q","1990-Q3",1398.805,
"BEL","EMP","WOMEN","THND_PER","Q","1990-Q4",1401.602,
"BEL","EMP","WOMEN","THND_PER","Q","1991-Q1",1423.554,
"BEL","EMP","WOMEN","THND_PER","Q","1991-Q2",1431.743,
"BEL","EMP","WOMEN","THND_PER","Q","1991-Q3",1482.861,
"BEL","EMP","WOMEN","THND_PER","Q","1991-Q4",1485.675,
"BEL","EMP","WOMEN","THND_PER","Q","1992-Q1",1485.807,
"BEL","EMP","WOMEN","THND_PER","Q","1992-Q2",1493.449,
"BEL","EMP","WOMEN","THND_PER","Q","1992-Q3",1488.868,
"BEL","EMP","WOMEN","THND_PER","Q","1992-Q4",1491.626,
"BEL","EMP","WOMEN","THND_PER","Q","1993-Q1",1492.242,
"BEL","EMP","WOMEN","THND_PER","Q","1993-Q2",1499.145,
"BEL","EMP","WOMEN","THND_PER","Q","1993-Q3",1494.798,
"BEL","EMP","WOMEN","THND_PER","Q","1993-Q4",1497.553,
"BEL","EMP","WOMEN","THND_PER","Q","1994-Q1",1492.619,
"BEL","EMP","WOMEN","THND_PER","Q","1994-Q2",1498.937,
"BEL","EMP","WOMEN","THND_PER","Q","1994-Q3",1517.745,
"BEL","EMP","WOMEN","THND_PER","Q","1994-Q4",1520.55,
"BEL","EMP","WOMEN","THND_PER","Q","1995-Q1",1516.773,
"BEL","EMP","WOMEN","THND_PER","Q","1995-Q2",1522.678,
"BEL","EMP","WOMEN","THND_PER","Q","1995-Q3",1518.862,
"BEL","EMP","WOMEN","THND_PER","Q","1995-Q4",1521.636,
"BEL","EMP","WOMEN","THND_PER","Q","1996-Q1",1518.865,
"BEL","EMP","WOMEN","THND_PER","Q","1996-Q2",1524.39,
"BEL","EMP","WOMEN","THND_PER","Q","1996-Q3",1520.94,
"BEL","EMP","WOMEN","THND_PER","Q","1996-Q4",1523.739,
"BEL","EMP","WOMEN","THND_PER","Q","1997-Q1",1557.928,
"BEL","EMP","WOMEN","THND_PER","Q","1997-Q2",1563.275,
"BEL","EMP","WOMEN","THND_PER","Q","1997-Q3",1559.832,
"BEL","EMP","WOMEN","THND_PER","Q","1997-Q4",1562.59,
"BEL","EMP","WOMEN","THND_PER","Q","1998-Q1",1584.345,
"BEL","EMP","WOMEN","THND_PER","Q","1998-Q2",1589.155,
"BEL","EMP","WOMEN","THND_PER","Q","1998-Q3",1585.574,
"BEL","EMP","WOMEN","THND_PER","Q","1998-Q4",1588.114,
"BEL","EMP","WOMEN","THND_PER","Q","1999-Q1",1678.4,
"BEL","EMP","WOMEN","THND_PER","Q","1999-Q2",1681.7,
"BEL","EMP","WOMEN","THND_PER","Q","1999-Q3",1698,
"BEL","EMP","WOMEN","THND_PER","Q","1999-Q4",1684.2,
"BEL","EMP","WOMEN","THND_PER","Q","2000-Q1",1695.1,
"BEL","EMP","WOMEN","THND_PER","Q","2000-Q2",1742.2,
"BEL","EMP","WOMEN","THND_PER","Q","2000-Q3",1743.1,
"BEL","EMP","WOMEN","THND_PER","Q","2000-Q4",1720,
"BEL","EMP","WOMEN","THND_PER","Q","2001-Q1",1714.7,
"BEL","EMP","WOMEN","THND_PER","Q","2001-Q2",1700.4,
"BEL","EMP","WOMEN","THND_PER","Q","2001-Q3",1711.5,
"BEL","EMP","WOMEN","THND_PER","Q","2001-Q4",1708.7,
"BEL","EMP","WOMEN","THND_PER","Q","2002-Q1",1708.5,
"BEL","EMP","WOMEN","THND_PER","Q","2002-Q2",1721.2,
"BEL","EMP","WOMEN","THND_PER","Q","2002-Q3",1745.3,
"BEL","EMP","WOMEN","THND_PER","Q","2002-Q4",1747.7,
"BEL","EMP","WOMEN","THND_PER","Q","2003-Q1",1743.4,
"BEL","EMP","WOMEN","THND_PER","Q","2003-Q2",1741.7,
"BEL","EMP","WOMEN","THND_PER","Q","2003-Q3",1743.5,
"BEL","EMP","WOMEN","THND_PER","Q","2003-Q4",1785.1,
"BEL","EMP","WOMEN","THND_PER","Q","2004-Q1",1772.7,
"BEL","EMP","WOMEN","THND_PER","Q","2004-Q2",1797.8,
"BEL","EMP","WOMEN","THND_PER","Q","2004-Q3",1758,
"BEL","EMP","WOMEN","THND_PER","Q","2004-Q4",1810.7,"B"
"BEL","EMP","WOMEN","THND_PER","Q","2005-Q1",1840.1,
"BEL","EMP","WOMEN","THND_PER","Q","2005-Q2",1855.7,
"BEL","EMP","WOMEN","THND_PER","Q","2005-Q3",1836.4,
"BEL","EMP","WOMEN","THND_PER","Q","2005-Q4",1862,
"BEL","EMP","WOMEN","THND_PER","Q","2006-Q1",1847.8,
"BEL","EMP","WOMEN","THND_PER","Q","2006-Q2",1858.9,
"BEL","EMP","WOMEN","THND_PER","Q","2006-Q3",1879.8,
"BEL","EMP","WOMEN","THND_PER","Q","2006-Q4",1902.8,
"BEL","EMP","WOMEN","THND_PER","Q","2007-Q1",1902.5,
"BEL","EMP","WOMEN","THND_PER","Q","2007-Q2",1919.5,
"BEL","EMP","WOMEN","THND_PER","Q","2007-Q3",1936.9,
"BEL","EMP","WOMEN","THND_PER","Q","2007-Q4",1987.4,"B"
"BEL","EMP","WOMEN","THND_PER","Q","2008-Q1",1988.4,
"BEL","EMP","WOMEN","THND_PER","Q","2008-Q2",1967.8,
"BEL","EMP","WOMEN","THND_PER","Q","2008-Q3",2001.4,
"BEL","EMP","WOMEN","THND_PER","Q","2008-Q4",1983.1,
"BEL","EMP","WOMEN","THND_PER","Q","2009-Q1",1983.9,
"BEL","EMP","WOMEN","THND_PER","Q","2009-Q2",1988.1,
"BEL","EMP","WOMEN","THND_PER","Q","2009-Q3",1985.1,
"BEL","EMP","WOMEN","THND_PER","Q","2009-Q4",2008.4,
"BEL","EMP","WOMEN","THND_PER","Q","2010-Q1",2034.8,
"BEL","EMP","WOMEN","THND_PER","Q","2010-Q2",1990.2,
"BEL","EMP","WOMEN","THND_PER","Q","2010-Q3",2024.7,
"BEL","EMP","WOMEN","THND_PER","Q","2010-Q4",2074,"B"
"BEL","EMP","WOMEN","THND_PER","Q","2011-Q1",2019,
"BEL","EMP","WOMEN","THND_PER","Q","2011-Q2",2063.5,
"BEL","EMP","WOMEN","THND_PER","Q","2011-Q3",2049.7,
"BEL","EMP","WOMEN","THND_PER","Q","2011-Q4",2057.2,
"BEL","EMP","WOMEN","THND_PER","Q","2012-Q1",2033.4,
"BEL","EMP","WOMEN","THND_PER","Q","2012-Q2",2038.2,
"BEL","EMP","WOMEN","THND_PER","Q","2012-Q3",2070.1,
"BEL","EMP","WOMEN","THND_PER","Q","2012-Q4",2089.6,
"BEL","EMP","WOMEN","THND_PER","Q","2013-Q1",2056.4,
"BEL","EMP","WOMEN","THND_PER","Q","2013-Q2",2062.7,
"BEL","EMP","WOMEN","THND_PER","Q","2013-Q3",2118.4,
"BEL","EMP","WOMEN","THND_PER","Q","2013-Q4",2081.7,
"BEL","EMP","WOMEN","THND_PER","Q","2014-Q1",2077,
"BEL","EMP","WOMEN","THND_PER","Q","2014-Q2",2114,
"BEL","EMP","WOMEN","THND_PER","Q","2014-Q3",2122.5,
"BEL","EMP","WOMEN","THND_PER","Q","2014-Q4",2119.4,
"BEL","EMP","WOMEN","THND_PER","Q","2015-Q1",2121.3,
"BEL","EMP","WOMEN","THND_PER","Q","2015-Q2",2099.6,
"BEL","EMP","WOMEN","THND_PER","Q","2015-Q3",2115.9,
"BEL","EMP","WOMEN","THND_PER","Q","2015-Q4",2135.7,
"BEL","EMP","WOMEN","THND_PER","Q","2016-Q1",2104.4,
"BEL","EMP","WOMEN","THND_PER","Q","2016-Q2",2087.5,
"BEL","EMP","WOMEN","THND_PER","Q","2016-Q3",2104.8,
"BEL","EMP","WOMEN","THND_PER","Q","2016-Q4",2187.5,"B"
"BEL","EMP","WOMEN","THND_PER","Q","2017-Q1",2101.5,
"BEL","EMP","WOMEN","THND_PER","Q","2017-Q2",2129.7,
"BEL","EMP","MEN","PC_WKGPOP","Q","1999-Q1",68.07557,
"BEL","EMP","MEN","PC_WKGPOP","Q","1999-Q2",67.69738,
"BEL","EMP","MEN","PC_WKGPOP","Q","1999-Q3",68.12006,
"BEL","EMP","MEN","PC_WKGPOP","Q","1999-Q4",68.59451,
"BEL","EMP","MEN","PC_WKGPOP","Q","2000-Q1",69.31854,
"BEL","EMP","MEN","PC_WKGPOP","Q","2000-Q2",70.02355,
"BEL","EMP","MEN","PC_WKGPOP","Q","2000-Q3",69.55083,
"BEL","EMP","MEN","PC_WKGPOP","Q","2000-Q4",68.97607,
"BEL","EMP","MEN","PC_WKGPOP","Q","2001-Q1",69.15884,
"BEL","EMP","MEN","PC_WKGPOP","Q","2001-Q2",68.77718,
"BEL","EMP","MEN","PC_WKGPOP","Q","2001-Q3",69.22363,
"BEL","EMP","MEN","PC_WKGPOP","Q","2001-Q4",68.04235,
"BEL","EMP","MEN","PC_WKGPOP","Q","2002-Q1",68.44599,
"BEL","EMP","MEN","PC_WKGPOP","Q","2002-Q2",68.31161,
"BEL","EMP","MEN","PC_WKGPOP","Q","2002-Q3",68.3988,
"BEL","EMP","MEN","PC_WKGPOP","Q","2002-Q4",67.86603,
"BEL","EMP","MEN","PC_WKGPOP","Q","2003-Q1",66.73502,
"BEL","EMP","MEN","PC_WKGPOP","Q","2003-Q2",67.34865,
"BEL","EMP","MEN","PC_WKGPOP","Q","2003-Q3",67.18571,
"BEL","EMP","MEN","PC_WKGPOP","Q","2003-Q4",67.81275,
"BEL","EMP","MEN","PC_WKGPOP","Q","2004-Q1",67.96304,
"BEL","EMP","MEN","PC_WKGPOP","Q","2004-Q2",68.11586,
"BEL","EMP","MEN","PC_WKGPOP","Q","2004-Q3",67.6357,
"BEL","EMP","MEN","PC_WKGPOP","Q","2004-Q4",67.76014,"B"
"BEL","EMP","MEN","PC_WKGPOP","Q","2005-Q1",68.39523,
"BEL","EMP","MEN","PC_WKGPOP","Q","2005-Q2",67.97892,
"BEL","EMP","MEN","PC_WKGPOP","Q","2005-Q3",68.56954,
"BEL","EMP","MEN","PC_WKGPOP","Q","2005-Q4",68.09995,
"BEL","EMP","MEN","PC_WKGPOP","Q","2006-Q1",67.42872,
"BEL","EMP","MEN","PC_WKGPOP","Q","2006-Q2",67.24371,
"BEL","EMP","MEN","PC_WKGPOP","Q","2006-Q3",67.73991,
"BEL","EMP","MEN","PC_WKGPOP","Q","2006-Q4",69.27401,
"BEL","EMP","MEN","PC_WKGPOP","Q","2007-Q1",69.12665,
"BEL","EMP","MEN","PC_WKGPOP","Q","2007-Q2",68.47281,
"BEL","EMP","MEN","PC_WKGPOP","Q","2007-Q3",68.56577,
"BEL","EMP","MEN","PC_WKGPOP","Q","2007-Q4",68.63452,"B"
"BEL","EMP","MEN","PC_WKGPOP","Q","2008-Q1",68.9176,
"BEL","EMP","MEN","PC_WKGPOP","Q","2008-Q2",68.5139,
"BEL","EMP","MEN","PC_WKGPOP","Q","2008-Q3",68.24048,
"BEL","EMP","MEN","PC_WKGPOP","Q","2008-Q4",68.58942,
"BEL","EMP","MEN","PC_WKGPOP","Q","2009-Q1",67.73747,
"BEL","EMP","MEN","PC_WKGPOP","Q","2009-Q2",66.97285,
"BEL","EMP","MEN","PC_WKGPOP","Q","2009-Q3",66.80205,
"BEL","EMP","MEN","PC_WKGPOP","Q","2009-Q4",67.10221,
"BEL","EMP","MEN","PC_WKGPOP","Q","2010-Q1",67.18124,
"BEL","EMP","MEN","PC_WKGPOP","Q","2010-Q2",67.37923,
"BEL","EMP","MEN","PC_WKGPOP","Q","2010-Q3",67.44489,
"BEL","EMP","MEN","PC_WKGPOP","Q","2010-Q4",67.72933,"B"
"BEL","EMP","MEN","PC_WKGPOP","Q","2011-Q1",66.79102,
"BEL","EMP","MEN","PC_WKGPOP","Q","2011-Q2",67.77649,
"BEL","EMP","MEN","PC_WKGPOP","Q","2011-Q3",66.47803,
"BEL","EMP","MEN","PC_WKGPOP","Q","2011-Q4",67.40462,
"BEL","EMP","MEN","PC_WKGPOP","Q","2012-Q1",67.24186,
"BEL","EMP","MEN","PC_WKGPOP","Q","2012-Q2",67.35433,
"BEL","EMP","MEN","PC_WKGPOP","Q","2012-Q3",66.87462,
"BEL","EMP","MEN","PC_WKGPOP","Q","2012-Q4",66.06069,
"BEL","EMP","MEN","PC_WKGPOP","Q","2013-Q1",66.17018,
"BEL","EMP","MEN","PC_WKGPOP","Q","2013-Q2",67.19062,
